crop,sha256,split,class,filename,is_cross_split_leakage
Cotton,5764e11292d52c18954e936e1e34b2fa9c834e081aae19c3d9d0438135753ca2,train,healthy,h364.jpg,False
Cotton,5764e11292d52c18954e936e1e34b2fa9c834e081aae19c3d9d0438135753ca2,train,healthy,h260.jpg,False
Cotton,fbebbb3dca99b1587d9cbe1ffcd575ac0a638d6f9ebf0825b95cefbc13536a13,train,healthy,h390.jpg,False
Cotton,fbebbb3dca99b1587d9cbe1ffcd575ac0a638d6f9ebf0825b95cefbc13536a13,train,healthy,h488.jpg,False
Cotton,459889a40b1130e424b6b9c9ca313b5e4a2387922b1ae810894c6792412ce869,train,healthy,h354.jpg,False
Cotton,459889a40b1130e424b6b9c9ca313b5e4a2387922b1ae810894c6792412ce869,train,healthy,h350.jpg,False
Cotton,78ce2d9ad87e67588002a803d40b73111e7321bcd4a0cb9b867f7371e7e8cb02,train,healthy,h333.jpg,True
Cotton,78ce2d9ad87e67588002a803d40b73111e7321bcd4a0cb9b867f7371e7e8cb02,test,healthy,h396.jpg,True
Cotton,235236c0ec911a154c760f8501098567bd511d54dbf8bbd52ed658f475a9209e,train,healthy,h57.jpg,True
Cotton,235236c0ec911a154c760f8501098567bd511d54dbf8bbd52ed658f475a9209e,valid,healthy,h58.jpg,True
Cotton,241f27ac4b5d93378939389d0b0289dd7a9dd53a29357a0bb83eee2f50dd7316,valid,curl_virus,curl249 - Copy.jpg,True
Cotton,241f27ac4b5d93378939389d0b0289dd7a9dd53a29357a0bb83eee2f50dd7316,test,curl_virus,curl249.jpg,True
Cotton,bd3934bc31cc78e4138d2f6c18a894287e32a36565e1d4186f4a18c5a0459c0b,valid,curl_virus,curl255.jpg,True
Cotton,bd3934bc31cc78e4138d2f6c18a894287e32a36565e1d4186f4a18c5a0459c0b,test,curl_virus,curl258.jpg,True
Cotton,431918ede7353ef369bab34c6ed0d31e3986730eed22d0cba08acb7ef7e48b5f,valid,curl_virus,curl373.jpg,True
Cotton,431918ede7353ef369bab34c6ed0d31e3986730eed22d0cba08acb7ef7e48b5f,test,curl_virus,curl164.jpg,True
Cotton,c282123080b516a051537a8a458505ae0fe7512fd06904267d4f84d988084503,valid,fussarium_wilt,fus57.jpg,True
Cotton,c282123080b516a051537a8a458505ae0fe7512fd06904267d4f84d988084503,test,fussarium_wilt,done8.jpg,True
Cotton,0738c49bc3dce9ec805563a900f332d2bf5b55e34d97ffb491a952ff6f245b28,valid,healthy,h41.jpg,False
Cotton,0738c49bc3dce9ec805563a900f332d2bf5b55e34d97ffb491a952ff6f245b28,valid,healthy,h42.jpg,False
Cotton,b89130b988676543aacda5d42fb17b20b8308ac24ea333729b2059fb0f1ac114,valid,healthy,h305.jpg,True
Cotton,b89130b988676543aacda5d42fb17b20b8308ac24ea333729b2059fb0f1ac114,test,healthy,h289.jpg,True
