crop,split,class,filename,size_bytes,width,height,mode,is_valid,sha256,dhash
Cotton,valid,bacterial_blight,bact190.png,39164,380,250,RGB,True,4d0996503011a9e8fe78a180b7b79e2a1c9384a88dc1c60a7d4e5bddae086927,385a902868581cae
Cotton,valid,bacterial_blight,bact369.jpg,74385,768,510,RGB,True,8ddcf85d977395e635c60efa721dbdadf27085c4b9bcedc3012a7ee28d20678d,cd8c8c4b4e06372b
Cotton,valid,bacterial_blight,bact269.jpg,10582,249,203,RGB,True,7c03763728183fb0d23fab36cf94062d3aee5838d80bb1a1d74204cdfd699867,e9b79e6deca9a707
Cotton,valid,bacterial_blight,bact388.jpg,46902,293,391,RGB,True,03c62fd8df960f5eed320dd6492e7196448a84ebff2c5a8b1a2556717f17a21d,cdc9771f2cd1d3b3
Cotton,valid,bacterial_blight,bact392.jpg,53076,293,391,RGB,True,e7102838cc054cb0a8a2e0d828309462aab066ee0a5d63816309824513952a24,cd89371f2cd1d3b3
Cotton,valid,bacterial_blight,bact237.jpg,9772,259,194,RGB,True,5a16881008021c98aa405feb8226aafcaa1e91f0b2ae985cc757401ff680cde7,b278a617b1b31f0e
Cotton,valid,bacterial_blight,bact357.jpg,59622,600,336,RGB,True,5a7b38b2d2826e994613b523637f8280ef979b6e780c3b665cae1b0c179c638e,9687493931639b09
Cotton,valid,bacterial_blight,bact137.png,546372,486,486,RGB,True,8aa478ce2e195ce79be7c6ec1fdf67e9366192c3126f55b8ba2afb6a83e8b222,1306c303843153d2
Cotton,valid,bacterial_blight,bact276.jpg,30429,250,380,RGB,True,c8c4bb7b93ce1cb80602616357531953942bdd8ff81ba4379b0f283edc95955b,c0c4a84847564c1c
Cotton,valid,bacterial_blight,bact158.jpg,39807,407,283,RGB,True,c1aa18ba230ba6e9f77eb1e12f8350c57e699c57166d0320d9ec32542d74d599,c485cc49294d4b2b
Cotton,valid,bacterial_blight,bact35.jpg,47656,540,720,RGB,True,9ce33a8136cff1eee2c739e86ceb2828469a9e57a58033b16f1210425a8ade17,7470d973d0f0f0e2
Cotton,valid,bacterial_blight,bact314.jpg,225096,768,1024,RGB,True,be3f5a8f17946e44942e0351e805879a61539d92dcbd95d23d6ff5194308c666,f1dae86d89292d0b
Cotton,valid,bacterial_blight,bact439.jpg,118868,471,561,RGB,True,9dd9334a8e3486c8e10f593a86993f76cd000045f54a495900b5711d7a74bc74,cb8dce0db999856c
Cotton,valid,bacterial_blight,bact114.jpg,182288,1024,768,RGB,True,9b3bee8c3d0eea2bcef43359eb5ffaed28cb3a7cbbab51e53d1d019c03a169fc,3b1fade4e965a317
Cotton,valid,bacterial_blight,bact223.jpg,2427443,2592,3872,RGB,True,e135af7760576356d045e9cc35cfe5a0cc7ae2464d4ea51dd3bab1a226d70e11,1605291f7a180300
Cotton,valid,bacterial_blight,bact381.png,26656,380,250,RGB,True,46a7a6915e2bf6b98d3f5825d9ef5530a3dba4ba82686ad037c3ed219b703eae,0e0d8d0909193b3b
Cotton,valid,bacterial_blight,bact260.png,41224,250,380,RGB,True,62dc0fd5232e3107d45894596ff4bf10984d9362b7884e654447a8c963afcf9c,9293d579f969498d
Cotton,valid,bacterial_blight,bact267.jpg,9615,249,203,RGB,True,96d489b5051294810afdc7618ce01be1972c74fc4c220f84b8661139b991de0c,171a6ac849861228
Cotton,valid,bacterial_blight,bact145.png,70769,173,153,RGB,True,cecdfde0d49ac43cdb7120d7e3a976404e4b9ef871399e369c63cd10c67bce28,3193d1513674e2e8
Cotton,valid,bacterial_blight,bact277.jpg,30573,380,250,RGB,True,96d3a8aa044d58173c79beba44ebe82d21bd322c251cd52a1142af1adae3a88d,d2e2c2b6b5766664
Cotton,valid,bacterial_blight,bact86.jpg,105547,619,768,RGB,True,5e19b579c93dfafd22f8fe1a241d2fb3f618324639613ceaade5970d11025668,6ca83b13940919c6
Cotton,valid,bacterial_blight,bact94.jpg,20163,300,260,RGB,True,97b9a40032ca17b30c9bfb1abd6b6ca170fdc1e1188382ee78590e52346de7f1,e8646c6f66470707
Cotton,valid,curl_virus,curl233.jpg,114917,589,595,RGB,True,556a768b99f836911b79d9eece8bb0bb65a323d7c584b258321256170d70cb77,3d1f36e8a9fcdd9d
Cotton,valid,curl_virus,curl283.jpg,159225,1150,855,RGB,True,31661dbb9178024a9a818ea8d18c7fa49c7e996c847a64919a25f792492904e7,860d4a92c2c62b46
Cotton,valid,curl_virus,curl249 - Copy.jpg,121220,597,595,RGB,True,241f27ac4b5d93378939389d0b0289dd7a9dd53a29357a0bb83eee2f50dd7316,0ececc6a07264632
Cotton,valid,curl_virus,curl286.jpg,140050,855,1150,RGB,True,d0e0d7ea54940a687ecdb33628cc8c6478cd6eaf6fe61119a7d9ba14f0388ade,534be4e969b60c2d
Cotton,valid,curl_virus,curl24.jpg,44971,346,518,RGB,True,ce8d42dcfe2349b8513b7957d0c799ee0a92806d4d54a8a55ee5155f8a15944e,0981e263923727c6
Cotton,valid,curl_virus,curl335.jpg,128025,536,555,RGB,True,613446b54337d9d5b14223aa43519a6e2fb4a4938d123da01e0483f99038c20e,03834dcc2b3a19e8
Cotton,valid,curl_virus,curl235.jpg,110460,589,595,RGB,True,796cf53a8834d68de28808fff95acbb444ae31d01fa7e8c55001f059371ca4b7,4644406ae8930703
Cotton,valid,curl_virus,curl147.jpg,15497,194,201,RGB,True,68d667204aaa3b48be2f11ed3012b62d8b8300c9c1f54ac40077f22d9cbac222,120009810180b232
Cotton,valid,curl_virus,curl413.png,5352332,1545,1322,RGB,True,9ad82a3cb0133c4757c84a13fc5f85dc8ce87e795ea4d359c313344c4ed72e8f,0bc9e2637175e3b3
Cotton,valid,curl_virus,curl51.jpg,21449,200,163,RGB,True,5e9a7301c61697dee86a5d971182aaf7e5180b6cd13cd9120651c151cbe465fa,38193172d020c2d0
Cotton,valid,curl_virus,curl395.jpg,9826,260,194,RGB,True,ff821bfd1f5857c89b94e86e3fe9750b8de8fe0fa73d282bad4f6d91ee1d24d0,e66070d4e0e9e1a2
Cotton,valid,curl_virus,curlvirus1.jpg,48586,432,330,RGB,True,c220cf2afff10c89517792fa3df833e63dd1f364fa075338a3ae56f88b92ca73,691b0fcedc37b67e
Cotton,valid,curl_virus,curl414.png,5393047,1322,1545,RGB,True,efdc176ae679f27411c5932690d7d42b8558dac39f2be8749e0f31a9aafa0bd5,fc5cb0b292901072
Cotton,valid,curl_virus,curl74.jpg,38103,353,265,RGB,True,e50c3c8120a9f063c13ecbf8374129e428ad7c6201993030f41c95f7b9193480,a1b0d03571606452
Cotton,valid,curl_virus,curl297.jpg,25645,263,224,RGB,True,1b9fa99200adea9eb6877699faa19a5a9d0bb7ad2353972d986005c449589763,4ee8c88088cc8005
Cotton,valid,curl_virus,curl264.jpg,9351,227,222,RGB,True,80921a584bca4739692dd9c46fa1ad94a3dcc9944c7cf7c43b5f340499ee1ebf,602c6c203030b430
Cotton,valid,curl_virus,curl188.jpg,43177,540,720,RGB,True,e523660a7e5c05a912e440a10f54fdcece53e8398bba909b09f65af95c4900c6,0248f0f6663637b9
Cotton,valid,curl_virus,curl417.png,3398187,1355,978,RGB,True,57fcd4d0049d5beb2c2982ce04129a326ccd42b75867da3a905d59626890867f,49f87f3271797973
Cotton,valid,curl_virus,curl424.jpg,13451,198,254,RGB,True,d6652c0f932e91aacb028e0213fec32d34083259e5dc613172bb0c827f5c3d49,f8f47c5e76747c7e
Cotton,valid,curl_virus,curl351.jpg,28509,236,191,RGB,True,aeb783306acc875821de4cbb65f3795dafef299d4f57d2e955131ddf720cf765,a5c9f97395955232
Cotton,valid,curl_virus,curl342.jpg,53199,518,346,RGB,True,c278f1071c53b9e10630c8178df1f2004af723797acdde066f06341724cf3278,cb7f3ebe7feb8bad
Cotton,valid,curl_virus,Curl175.png,194098,330,331,RGBA,True,91c7ae0a347d1323a232aa16b724b5f345b5478c2a051bd9c7129924f79b5bff,2b276c28e9c9cd87
Cotton,valid,curl_virus,curl50.png,195189,488,334,RGB,True,e579273bc54da8184f14dd9e95e9487bbf43d521f500793f79e3c709205a4ca7,eefcceeef0ece820
Cotton,valid,curl_virus,curl108.jpg,24027,185,127,RGB,True,23dd12c11196df76b081a8ad8a6043278993585c56d6e6012c17c8175597b793,3166e6d2d4ec8552
Cotton,valid,curl_virus,curl214.jpg,15394,222,296,RGB,True,904c78e9ed2d38a9b2bd11fa94b4347ccbdc1b57e01a93ed7609284f3ca3d527,a4850f0b1e1c0b8d
Cotton,valid,curl_virus,curl185.jpg,20796,194,185,RGB,True,b9f9ff934a87d03c3c5a1627ac4bd85edcb2bad0bb3f951ecd724cdf03d4bd39,f1f3f4f17372f921
Cotton,valid,curl_virus,curl371.jpg,16074,163,180,RGB,True,703f2ad924192506fd7e44171503e70a0ab69b054f461eee6c1ab84dc501c44b,42361d191d161bf1
Cotton,valid,curl_virus,curl275.jpg,25416,216,185,RGB,True,fa4ae676c8893f052eccc93c1145b7b3532ae46d69fee359c1014b71e844178d,592dc8c8c2623338
Cotton,valid,curl_virus,curl61.png,375786,578,527,RGBA,True,74dc05429f9482bd32d4089464f8f0116eb5902f6b23fff31b871e8f01d80f1c,949891b0f4f1f0e0
Cotton,valid,curl_virus,curl337.jpg,130345,536,555,RGB,True,afa1868a0008365cc66578ba8857594124e238050252d737c4a0a0b7776acdc2,e867a32bcc4d3a3f
Cotton,valid,curl_virus,curl386.jpg,53902,330,432,RGB,True,c6a05daa578f8d705f11ee0473ea983e0d4cfefacc0353ac7cecc07623342a6a,959397e58f9bbb68
Cotton,valid,curl_virus,curl300.jpg,48813,330,432,RGB,True,cd092029e5b8153f977f85e2b2a444fc69c7e1b235c5ee7cd485cb3a5bf201d0,e962260e58163656
Cotton,valid,curl_virus,curl241.jpg,134569,597,595,RGB,True,6a1fe6ced946a2014122b14d10308a85b4e757f35689ebaf30892fe9988806ec,91999b1ba9cc8c8f
Cotton,valid,curl_virus,curl255.jpg,38902,278,214,RGB,True,bd3934bc31cc78e4138d2f6c18a894287e32a36565e1d4186f4a18c5a0459c0b,a6c7eb0fce6e6f6f
Cotton,valid,curl_virus,curl299.jpg,48586,432,330,RGB,True,c220cf2afff10c89517792fa3df833e63dd1f364fa075338a3ae56f88b92ca73,691b0fcedc37b67e
Cotton,valid,curl_virus,curl381.jpg,48911,432,330,RGB,True,45a50fc674916c37b8fbeb9da3c085c124e2d5dd03e398489bd425f71d29c075,819213c48c0e2769
Cotton,valid,curl_virus,curl9.jpg,24832,244,197,RGB,True,28bf0d692adca8f38c15f001ef7db10a7201f50a73ada080b8238487308ff9fc,d6e8613337b2f261
Cotton,valid,curl_virus,curl99.jpg,16391,127,122,RGB,True,1fd35521ccf2f30ed7de6856480a5c1763e30b40ffc65e3a899db669a291c853,d173ec29e8ecf536
Cotton,valid,curl_virus,curl218.jpg,15025,189,203,RGB,True,33fbce84cfddc9fc5e9e9b282080d5476579d48036264395a854fbf80025678b,2624444664242341
Cotton,valid,curl_virus,curl373.jpg,15778,163,180,RGB,True,431918ede7353ef369bab34c6ed0d31e3986730eed22d0cba08acb7ef7e48b5f,70279747674793bd
Cotton,valid,curl_virus,cv.png,112863,214,202,RGB,True,e29b64b2f03e05301a11473baf48afb1e1ae8f15346175530b9d08e97939e103,3636c65ae047c646
Cotton,valid,fussarium_wilt,fus202.jpg,33986,324,257,RGB,True,5a195990bf0f79e34a112c7c78df35ad5ef9c56c1693f98329dba1b222a76441,c96929831f0f1736
Cotton,valid,fussarium_wilt,fus205.jpg,35308,257,324,RGB,True,10f093fbc508b9e28904c8fc198f897c785e9d768a8ec5298f56199a74a30962,e9ee6a662d2e6662
Cotton,valid,fussarium_wilt,fus18.jpg,16269,261,193,RGB,True,96b100ef155708b9e816bab9adcff1a93d55d7251cfd2ce547924f221db2049b,be9ad86e6e89d51f
Cotton,valid,fussarium_wilt,done18.jpg,39870,400,345,RGB,True,c4f84cbc232bc56dac2677959b6e091ffd639c4d46e7c2e4cad615a253c9cb59,b26153dc68705612
Cotton,valid,fussarium_wilt,fus95.jpg,92719,313,404,RGB,True,e7569422e335ceb59b0cca64614362079980095fced66765318c088e858c832c,858782a389a1d164
Cotton,valid,fussarium_wilt,fus86.jpg,57191,600,400,RGB,True,b25069091c2645677d372107d0d74ed96b28664f74f1fa9173db914c3e6a672c,f9b1802404a2612a
Cotton,valid,fussarium_wilt,fus348.png,1040067,738,490,RGBA,True,af11e8bc3dd457962b09d69bb079c7691514e4e8574a827702f029acd8b2dc25,aa781c6e4e7aba6e
Cotton,valid,fussarium_wilt,fus57.jpg,96283,629,412,RGB,True,c282123080b516a051537a8a458505ae0fe7512fd06904267d4f84d988084503,deb69d9b3b6b98b5
Cotton,valid,fussarium_wilt,fus262.jpg,19074,164,234,RGB,True,d735e830d042d8c3c1198aa0d6b92acd0d27bf183773cec2e76432679b1764cf,165c4cd959599f17
Cotton,valid,fussarium_wilt,FOV4-leaf-symptoms-courtesy-UC-Davis_468x351.jpg,62723,468,351,RGB,True,914591b49dcc7c5355933158fcaf04dea0148018116989abf3a7bf51ebc9d42f,9c898b6b23374d78
Cotton,valid,fussarium_wilt,fus41.jpg,14862,228,197,RGB,True,e786ab8861c3287d831cedf3e451bc38abd61ea5ecfa43e44039202c53d13d66,2356173b63175333
Cotton,valid,fussarium_wilt,fus107.jpg,55042,309,303,RGB,True,a214aea4944a5261e53bef0f3d2ea84ffbc894f95c50e0f2ef3e53c1e7c8d0e5,3d14542542642f06
Cotton,valid,fussarium_wilt,fus328.jpg,57011,318,425,RGB,True,f17b6936da7670f50d1ffc47095958bde9b2ca82ec21c1c3a4f6b00bf0da070a,3578b099d874d281
Cotton,valid,fussarium_wilt,fus152.jpg,141971,399,523,RGB,True,6cf3d16ee18a8db69cfe0379cd39a0a94f350469031bfa1f438fb57daae95f64,c30310120143324a
Cotton,valid,fussarium_wilt,fus183.jpg,73577,205,228,RGB,True,76601c5a71b57e2242d3751864e64847c2b6ea8b8e78881288ab5cd2914500bc,2f53662d190b8f3e
Cotton,valid,fussarium_wilt,fus145.png,293113,209,525,RGBA,True,ffdfb9818f37007b939ab51ada39d1832b946bf7c70c0f37fd7d341772357e98,cd8a59337b90a42c
Cotton,valid,fussarium_wilt,fus11.jpg,222558,1500,1125,RGB,True,b1884df826093b91413e9bc0580da6fff90a138487d5815f3c1d0c0e7c6b4f21,9c2adbcf6b231b3d
Cotton,valid,fussarium_wilt,fus379.jpg,75673,218,473,RGB,True,7d72aa19c8f2b56eb49a6d5982af5bd44515a5ef0a831322ca3178581f10d61e,bc68786883c046b6
Cotton,valid,fussarium_wilt,fus195.jpg,53973,457,215,RGB,True,c65b676f05cb9cf6bd699b4a705d0d4bdb35f21a6f9caa7a0c1745a9e99841a3,aeee83adaa69a5a5
Cotton,valid,fussarium_wilt,fus170.jpg,44203,345,400,RGB,True,adb2933fb140d24b0269b5d9784a0820e41ac9137f5a557dbfd5374e391a0c3b,a40f299993996eae
Cotton,valid,fussarium_wilt,fus362.jpg,33941,178,230,RGB,True,db81e5f7526b8cb13ef376cd098ef7940d7db4f69555033a4d1dfde2d0999449,73f2c435363c3313
Cotton,valid,fussarium_wilt,fus169.jpg,44015,400,345,RGB,True,92dee40dcb7ccd26000772cb6cf5b8eb947924aed176f65d299bb67683669310,b795f1e9c43579b2
Cotton,valid,fussarium_wilt,fus118.jpg,41243,201,253,RGB,True,38cb59e04c107c3ec89553d5abf6894914201efb0f831fe55daa53a636ec5601,293296c66b2e84c0
Cotton,valid,fussarium_wilt,fus355.jpg,69304,225,403,RGB,True,217f9795791aa5118423a2d02ed6205423a178cc8c685c30e569b34a61b78a3b,c529899989a9d8ca
Cotton,valid,fussarium_wilt,fus10.jpg,222359,1125,1500,RGB,True,0883f74e450052c0c46037557e9a192f399050998fa7dbab3d57cf9808786916,7c7c776c6d9fced6
Cotton,valid,fussarium_wilt,fus36.jpg,242738,1011,1145,RGB,True,fb8d75e70c0a17d41da861a1bf16a8ddee28333e73c67aeb24171fc5d3c4b539,3381b1313375b716
Cotton,valid,fussarium_wilt,fus336.jpg,20668,186,250,RGB,True,193d603b2d6492e275f4028e0116e95f958f4054758f3ba57a0ae14d275b452f,5eb6260d0a638d95
Cotton,valid,fussarium_wilt,fus214.jpg,24647,177,274,RGB,True,a14ef2393b0a8533523647b3d8d61d7eb6be58f40aac36989e04095d3942bd7e,b08881c699c9b627
Cotton,valid,fussarium_wilt,fus271.jpg,61637,416,368,RGB,True,c36f8466881cbb8bd6a52e5673c823c7984b664097296302db36b41ff54d9739,c1d0f263b090bdbd
Cotton,valid,fussarium_wilt,fus345.jpg,46623,522,524,RGB,True,ce605ec54c275d78fa47282fa510a1bf4907d69d59800b8fc8a6322665d521e5,919335f6d243c6c2
Cotton,valid,fussarium_wilt,fus210.jpg,30908,216,271,RGB,True,99de2abefe102f3b9bbccdb3e5377cac3a7cb977904de602c45b63f35a1f49d3,63dfd7cfed999141
Cotton,valid,fussarium_wilt,fus278.jpg,72740,368,416,RGB,True,b8f7b31b5459a23b0e8069310b3bc11b67a7880d3bd9675fcca91be27de5faac,8faa22137264d340
Cotton,valid,fussarium_wilt,fus281.jpg,23283,245,145,RGB,True,dca9ce3cff7dd76a047366edd52faf5a93e373aab980dc0a6f61db69d39d4c83,371e4f0f2b0b3f44
Cotton,valid,fussarium_wilt,fus249.jpg,11976,199,194,RGB,True,32ac44f0939705d017840de3f33efdfacaf7c3f27964a7a447bcf143e39e946d,de4e4a664ac99dd6
Cotton,valid,fussarium_wilt,fus314.JPG,18988,266,200,RGB,True,bd2e09848c6d30ce0edbfa7ff646a4a51527fb2f6714ebafa062a2c6053b19c1,57ec25a3f642627c
Cotton,valid,fussarium_wilt,fus177.jpg,257683,500,375,RGB,True,47d8c5b66d961b18c5ce3a3c0f2824d44842aecdae462252868c22f9ae84a022,843d038b1c3e7cae
Cotton,valid,fussarium_wilt,fus359.jpg,31499,230,178,RGB,True,b695791e07972ee3ce608af472c28876f4746830b6c243eb7cbe89b838a941f9,0939b839918cd431
Cotton,valid,fussarium_wilt,fus349.png,1023751,490,738,RGBA,True,c286a6b7b4439ef79d055c157a7055e8c99fe1090e4bab255816670ce633f74d,cad2866465666450
Cotton,valid,fussarium_wilt,fus353.jpg,63458,225,403,RGB,True,a7281a515e28eec03edfcde2fe70d29fa9a157b8145d09f96a519fca30060da0,ace46a6e666e6a5c
Cotton,valid,fussarium_wilt,fus266.jpg,118487,418,465,RGB,True,a7f5e25ec6a5079669b1aa5646c839ffa18af3840ac4e5e8d3a0ae94a234540e,3159d8ba6d663b7b
Cotton,valid,fussarium_wilt,fus330.jpg,38284,422,303,RGB,True,7dfbf20aa5f586e308786345d7718a4f3c794f11f1599660fb2bdad42f042f23,4d3f375e9d991951
Cotton,valid,healthy,h121.jpg,54416,384,263,RGB,True,295175366b84ba4d5dacfced0b4753d005aa82ddfef135f1dc23664e4bfebbb1,de8eddd29c9c9d9d
Cotton,valid,healthy,h108.jpg,71754,711,400,RGB,True,06037909a51c0078f96dfef00883209ddf19cf0441046d330c2cb07d6f9f9fbc,6c66e8a82b23a524
Cotton,valid,healthy,h39.jpg,37335,276,183,RGB,True,a024737877a414f0c61c85e5c60fd70397b1feba2ad59fca2add536c1afed416,6d8d092585470313
Cotton,valid,healthy,h409.jpg,35252,256,256,RGB,True,186f526e494944de73af84d9aab61282c34c85207f2e4b4cd2957659cb17bc8b,cc8e0f6e2e0e2f5b
Cotton,valid,healthy,h41.jpg,37335,276,183,RGB,True,0738c49bc3dce9ec805563a900f332d2bf5b55e34d97ffb491a952ff6f245b28,6d8d092585470313
Cotton,valid,healthy,h203.jpg,121360,500,498,RGB,True,cc6e9760dcfa4b9005ab83649f3fdf05edf122a1011c0eb95a3e9a7fe91bedbb,bbc3c64ec8ce071b
Cotton,valid,healthy,h42.jpg,37335,276,183,RGB,True,0738c49bc3dce9ec805563a900f332d2bf5b55e34d97ffb491a952ff6f245b28,6d8d092585470313
Cotton,valid,healthy,h142.jpg,89964,505,568,RGB,True,6591c94474586c52ef6bdd2cdbae1313dd9f1568dac8512448c17168d20ab7f9,064e6c74659416e3
Cotton,valid,healthy,h61.jpg,23334,194,259,RGB,True,f0038179062d3baf568608dfca154cacbb5cde0012a24b8b2203fc3031f97424,9eb5dbcad8f2f1db
Cotton,valid,healthy,h159.jpg,92250,515,527,RGB,True,1072afbed555be405639fa1e47fec440436167686739b3727b6a1a914931820f,9a9964626be99aad
Cotton,valid,healthy,h193.jpg,58081,342,358,RGB,True,1eb0ce1a5a47e12c02e87bc11245bcf639180fa899bb5b6de57a9fc964a119f3,2b4e4acdccc8ec64
Cotton,valid,healthy,h238.jpg,63344,359,440,RGB,True,0ea29dd5a8208c7503e170ed284888e504a3608d88dd35c8d6b0bbd902f3f49e,7ec6e7cc63e4af8d
Cotton,valid,healthy,h297.jpg,52957,585,439,RGB,True,3b57505baad0832bb2285fab1a4e61c69f285dc6d9d9970e1d74fb966072bdcc,a30c0c9c5646234b
Cotton,valid,healthy,h129.jpg,74229,463,310,RGB,True,1ace4c7044985f6024e45425d89b9d8536545ce227e0eecd308960872a95a09b,a4a7e68dbdada9e0
Cotton,valid,healthy,h278.jpg,55096,338,312,RGB,True,1c843ec576becf67e098fa1c7f3f070368577718aef2ea6f08cfb65b3f079579,cab97d664dcc8d6f
Cotton,valid,healthy,h411.jpg,79204,256,256,RGB,True,c19a18faefc1b5f392f38f3b1a902633923ce6de69143f7df65aa748c368030d,a99d4d8dc425adb8
Cotton,valid,healthy,h365.jpg,51548,334,322,RGB,True,8255f39a803f73a1609dac3ae9a6cc1d6e0f833e521514792d8c6215e4a2d9c7,46c68b29694c0696
Cotton,valid,healthy,h99.jpg,91960,656,393,RGB,True,1e15dc37b42c08708ecdede158b2c116aef84b81e6393e1776a4c98ec3bd4497,ccc4d2def6d4c363
Cotton,valid,healthy,h44.jpg,31571,259,194,RGB,True,8c57998612902bdfa2d25f0f730c48ecd1db7cbae8cc2c875c7ab226a4403a1b,a2c689a8e6c3c989
Cotton,valid,healthy,h54.jpg,90899,852,480,RGB,True,5cbd8ebe710ae33e208a17f797be6440242d866d626802f3489636854d46d7e4,45075d3b1d425268
Cotton,valid,healthy,h28.jpg,23846,304,230,RGB,True,3f84d666bc0f7320fbcbe439adb66868428316f0866338706a40d89b976c35cf,2383030793d35363
Cotton,valid,healthy,h65.jpg,36255,259,194,RGB,True,f67dbb73bf2bfdfe07ae3a4d9b388edb31bbb50e5dc315c9bdc2d6b18b9ddc90,9cd072b26283a968
Cotton,valid,healthy,h484.jpg,91661,441,423,RGB,True,77fcc3d3fdda33fed460311e3ec8bdec8ced26e08b6dedc99057b101343367d0,35441515d4d61313
Cotton,valid,healthy,h319.jpg,120453,694,694,RGB,True,f31c560a4d76f5db7a59fd2ada51871a13ee477ade7492d84c8ac69b86225c52,a11d5d99ebe6ee8e
Cotton,valid,healthy,h207.jpg,121360,500,498,RGB,True,f2a81a37b86ed8d06e24be4eeb61955e941ee2efb1ce5e328c37fc79f5b853d6,bbc3c64ec8ce071b
Cotton,valid,healthy,h97.jpg,92866,393,656,RGB,True,c77d604db7ea8ebe4d8e0e1e3bd2fa629d8853c99bc25ee27b23bf7b7ff147cf,8cb942d876c286ac
Cotton,valid,healthy,h447.jpg,98138,633,509,RGB,True,c8ff17e44968016e3eb5b0372173b98bd0439c435d9fade79217571a20bab9c5,7161f8c5334653c9
Cotton,valid,healthy,h113.jpg,30821,188,227,RGB,True,acc9c2958fd7a1cb70a3cde39734121a9e9c75455d9cd1171f71434e77e8a618,8c832b2dca694f6b
Cotton,valid,healthy,h24.jpg,50507,694,694,RGB,True,46774b253c4271d399db1ba00604ace47bb0da0f6937bf15278dd076ad96c100,331ca8901f9cd0c1
Cotton,valid,healthy,h301.jpg,33529,200,200,RGB,True,ae7d14e0d5a747eeca75b880ef3808e1b66d64546f9c15ba81f9b833f4a8e8c7,521b999c86979058
Cotton,valid,healthy,h399.jpg,133183,694,694,RGB,True,a63227c7929db544e221b8d9d393e3d536c4988ea1ca3013259a0710794d8287,277290a1ad9db3f1
Cotton,valid,healthy,h34.jpg,111200,692,620,RGB,True,5bcc514d9663deb80da2ec898653d68dcc2d02190b7bb6a44ec47224565dc9a9,bacd8d2e49e8ad8d
Cotton,valid,healthy,h146.jpg,47919,694,694,RGB,True,7607f551463206e2468e820aeaa95e3da31d993ede84d59328960ca0f2439615,3f3948c82726363e
Cotton,valid,healthy,h416.jpg,52594,256,256,RGB,True,a998e249ece27eafc9a1b9eeef02c6d15974a1586f1e08823203e30f0b9f2445,c5e5ec63c90d4c0f
Cotton,valid,healthy,h305.jpg,70470,429,400,RGB,True,b89130b988676543aacda5d42fb17b20b8308ac24ea333729b2059fb0f1ac114,88a10b2b6b494ccc
Cotton,valid,healthy,h177.jpg,85454,533,493,RGB,True,a36bd2c00282d5e6cce83688a35c68b93a15c40d8fd9d2479eeda1664f21584f,068d264ec9e0e9dc
Cotton,valid,healthy,h50.jpg,25514,223,178,RGB,True,35218b9c474ce4e88781c1a86173f9ae24d8319a8a8cbb1b6b88badddc915adc,83470d6567c7d7cb
Cotton,valid,healthy,h385.jpg,36941,318,296,RGB,True,3fda391958b76666f7e3f6fa4415f5e07cb43a58518cdf990d0739642cc7e5a1,72527375466727d2
Cotton,valid,healthy,h307.jpg,76252,256,256,RGB,True,c75006da316d76891591b0903f31850a08ae3c93333e0310880cd0da48d7dd09,e6e94fcc8cc68587
Cotton,valid,healthy,h363.jpg,72539,425,499,RGB,True,e3df2c2781b6c82e3c597a31b44e779d90265c76559c801ac56a7290f8cb8348,d27b491b4ca5c3c9
Cotton,valid,healthy,h466.jpg,75993,282,326,RGB,True,75df2e4b286a2d9c332b194d49adf7061ac67fdf5fe541d7cb6299b85ec1b9bd,3f89cacdcef6aeaa
Cotton,valid,healthy,h58.jpg,64286,852,480,RGB,True,235236c0ec911a154c760f8501098567bd511d54dbf8bbd52ed658f475a9209e,45075d3b1d425268
Cotton,test,bacterial_blight,bact257.png,37437,380,250,RGB,True,b56d57c0df2c254c9ed03d95d39a2a0956830a662e4431fa6b4caa6e3c9bb2bc,8ac7e5e9ebf6a5e3
Cotton,test,bacterial_blight,bact50.png,81496,220,165,RGBA,True,d521e1ddd3fffc8aed7403ab0b992f770b5cf669553df07119c8f21b7f841cb7,0e8de969f9b9d9a9
Cotton,test,bacterial_blight,bact200.jpg,62447,600,300,RGB,True,4726c62dcf35cd2c7e5987bb3c1ac1ce28d2b9f47a2b4eb1cf3036989acc3612,2636b1b1e3e97a67
Cotton,test,bacterial_blight,bact173.jpg,12183,215,235,RGB,True,f33cfb4981908bd2c7f2152414ff52c6a8078841cf8242f7d32f7d50037b8016,7dfc5a1a955756cc
Cotton,test,bacterial_blight,bact71.jpg,28287,300,225,RGB,True,e84dab24f7087cb11fa3d508e4e6164483bc2f42ef1a980598590d9c8a0eefbb,4d4e6ecf7f6e6666
Cotton,test,bacterial_blight,bact259.png,40346,380,250,RGB,True,c654a1e3719d7680dc6f89ac578b8df25567c29683e9e5055994f51d5f2d3311,185a902868581cae
Cotton,test,bacterial_blight,bact89.jpg,101742,768,619,RGB,True,5ef461fb7a76e5f7a899d3083545e9a4f0ba386e0da8cfa28cbfda97766a8cc5,84c4c6c1c062b273
Cotton,test,bacterial_blight,bact424.jpg,65617,419,327,RGB,True,760375670b87a39920874aeefe78ae164de5e9764366a7e363f6d8d2af2b8cf5,6e4ef29296264474
Cotton,test,bacterial_blight,bact175.jpg,14153,215,235,RGB,True,930128352041a6fce85ff7658a0c8a7a2009295bacf1e542694a9461107f346f,cc951556a7a5c041
Cotton,test,bacterial_blight,bact49.png,79708,165,220,RGBA,True,66077366be29b02edf00ce126152b383f53a7db701439e7808346b35bdb032cb,4f87e66164ea8785
