record_id,state,district,taluk,hobli,office_type,rsk_name,office_name,designation,officer_name,cug_number,all_phones,place_of_office,pincode,verification_status,source_sl_no,source_line,source_record_raw
KA_KOLAR_BANGARPET_3665,Karnataka,Kolar,Bangarpet,,DEPARTMENT_OFFICE,,"ADA, Bangarpet",AO,,8277932035,8277932035,"O/o ADA, Bangarpet",,VERIFIED_FROM_OFFICIAL_SOURCE,34,3665,"O/o ADA, Bangarpet | AO | 8277932035"
KA_KOLAR_SRINIVASPUR_3669,Karnataka,Kolar,Srinivaspur,,DEPARTMENT_OFFICE,,"ADA, Srinivaspur",ADA,,8277930828,8277930828,"O/o ADA, Srinivaspur",,VERIFIED_FROM_OFFICIAL_SOURCE,35,3669,"O/o ADA, Srinivaspur | ADA | 8277930828"
KA_KOLAR_SRINIVASPUR_3673,Karnataka,Kolar,Srinivaspur,,DEPARTMENT_OFFICE,,"ADA, Srinivaspur",ADA_AO,,8277932027,8277932027,"O/o ADA, Srinivaspur",,VERIFIED_FROM_OFFICIAL_SOURCE,36,3673,"O/o ADA, Srinivaspur | ADA_AO | 8277932027"
KA_KOLAR_SRINIVASPUR_3677,Karnataka,Kolar,Srinivaspur,,DEPARTMENT_OFFICE,,"ADA, Srinivaspur",ADA_TO,,8197191690,8197191690,"O/o ADA, Srinivaspur",,VERIFIED_FROM_OFFICIAL_SOURCE,37,3677,"O/o ADA, Srinivaspur | ADA_TO | 8197191690"
KA_KOLAR_SRINIVASPUR_3681,Karnataka,Kolar,Srinivaspur,,DEPARTMENT_OFFICE,,"ADA, Srinivaspur",AO,,8277932051,8277932051,"O/o ADA, Srinivaspur",,VERIFIED_FROM_OFFICIAL_SOURCE,38,3681,"O/o ADA, Srinivaspur | AO | 8277932051"
KA_KOLAR_SRINIVASPUR_3685,Karnataka,Kolar,Srinivaspur,,DEPARTMENT_OFFICE,,"ADA, Srinivaspur",AO,,8277932049,8277932049,"O/o ADA, Srinivaspur",,VERIFIED_FROM_OFFICIAL_SOURCE,39,3685,"O/o ADA, Srinivaspur | AO | 8277932049"
KA_KOPPAL_KOPPAL_3694,Karnataka,Koppal,Koppal,,DEPARTMENT_OFFICE,,JDA OFFICE KOPPAL,JDA,,8277932100,8277932100,JDA OFFICE KOPPAL,,VERIFIED_FROM_OFFICIAL_SOURCE,1,3694,JDA OFFICE KOPPAL | JDA | 8277932100
KA_KOPPAL_KOPPAL_3698,Karnataka,Koppal,Koppal,,DEPARTMENT_OFFICE,,ADA (F-W),ADA(VIGILANCE),,8277932104,8277932104; 8277932117,ADA (F-W),,VERIFIED_FROM_OFFICIAL_SOURCE,3,3698,ADA (F-W) | 8277932104 | ADA(VIGILANCE) | 8277932117
KA_KOPPAL_KOPPAL_3703,Karnataka,Koppal,Koppal,,DEPARTMENT_OFFICE,,ADA (F-W),ADA(SMS),,8277932115,8277932115,ADA (F-W),,VERIFIED_FROM_OFFICIAL_SOURCE,4,3703,ADA(SMS) | 8277932115
KA_KOPPAL_KOPPAL_3706,Karnataka,Koppal,Koppal,,DEPARTMENT_OFFICE,,ADA (F-W),AO (T-1),,8277932145,8277932145,ADA (F-W),,VERIFIED_FROM_OFFICIAL_SOURCE,5,3706,AO (T-1) | 8277932145
KA_KOPPAL_KOPPAL_3709,Karnataka,Koppal,Koppal,,DEPARTMENT_OFFICE,,ADA (F-W),AO(T-2),,8277932165,8277932165,ADA (F-W),,VERIFIED_FROM_OFFICIAL_SOURCE,6,3709,AO(T-2) | 8277932165
KA_KOPPAL_KOPPAL_3712,Karnataka,Koppal,Koppal,,DEPARTMENT_OFFICE,,ADA (F-W),AO(T-3),,8277932138,8277932138,ADA (F-W),,VERIFIED_FROM_OFFICIAL_SOURCE,7,3712,AO(T-3) | 8277932138
KA_KOPPAL_KOPPAL_3716,Karnataka,Koppal,Koppal,,DEPARTMENT_OFFICE,,DDA1-1 KOPPAL,DDA,,8277932101,8277932101,DDA1-1 KOPPAL,,VERIFIED_FROM_OFFICIAL_SOURCE,10,3716,DDA1-1 KOPPAL | DDA | 8277932101
KA_KOPPAL_KOPPAL_3720,Karnataka,Koppal,Koppal,,DEPARTMENT_OFFICE,,DDA1-1 KOPPAL,AO-T-2,,8277932139,8277932139,DDA1-1 KOPPAL,,VERIFIED_FROM_OFFICIAL_SOURCE,11,3720,AO-T-2 | 8277932139
KA_KOPPAL_KOPPAL_3723,Karnataka,Koppal,Koppal,,DEPARTMENT_OFFICE,,DDA1-1 KOPPAL,AO-T-1,,8884007668,8884007668,DDA1-1 KOPPAL,,VERIFIED_FROM_OFFICIAL_SOURCE,12,3723,AO-T-1 | 8884007668
KA_KOPPAL_KOPPAL_3726,Karnataka,Koppal,Koppal,,DEPARTMENT_OFFICE,,"ADA ,DATC GANGAVATI",ADA,,8277932110,8277932110,"ADA ,DATC GANGAVATI",,VERIFIED_FROM_OFFICIAL_SOURCE,13,3726,"ADA ,DATC GANGAVATI | ADA | 8277932110"
KA_KOPPAL_KOPPAL_3730,Karnataka,Koppal,Koppal,,DEPARTMENT_OFFICE,,"ADA ,DATC GANGAVATI",AO,,8277932142,8277932142,"ADA ,DATC GANGAVATI",,VERIFIED_FROM_OFFICIAL_SOURCE,14,3730,AO | 8277932142
KA_KOPPAL_KOPPAL_3733,Karnataka,Koppal,Koppal,,DEPARTMENT_OFFICE,,"ADA ,DATC GANGAVATI",AO,,8277932166,8277932166,"ADA ,DATC GANGAVATI",,VERIFIED_FROM_OFFICIAL_SOURCE,15,3733,AO | 8277932166
KA_KOPPAL_KOPPAL_3736,Karnataka,Koppal,Koppal,,DEPARTMENT_OFFICE,,"ADA ,DATC GANGAVATI",AO,,8884007936,8884007936,"ADA ,DATC GANGAVATI",,VERIFIED_FROM_OFFICIAL_SOURCE,16,3736,AO | 8884007936
KA_KOPPAL_KOPPAL_3739,Karnataka,Koppal,Koppal,,DEPARTMENT_OFFICE,,ADA(F-W),_,,,,ADA(F-W),,VERIFIED_FROM_OFFICIAL_SOURCE,17,3739,ADA(F-W) | _
KA_KOPPAL_STL_GANGAVATI_3742,Karnataka,Koppal,STL GANGAVATI,,DEPARTMENT_OFFICE,,ADA STL GANGAVATI,ADA,,8277932113,8277932113,ADA STL GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,18,3742,ADA STL GANGAVATI | ADA | 8277932113
KA_KOPPAL_STL_GANGAVATI_3746,Karnataka,Koppal,STL GANGAVATI,,DEPARTMENT_OFFICE,,ADA STL GANGAVATI,AO,,8277932113,8277932113,ADA STL GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,19,3746,AO | 8277932113
KA_KOPPAL_STL_GANGAVATI_3749,Karnataka,Koppal,STL GANGAVATI,,DEPARTMENT_OFFICE,,ADA STL GANGAVATI,AO,,8277934712,8277934712,ADA STL GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,20,3749,AO | 8277934712
KA_KOPPAL_STL_GANGAVATI_3752,Karnataka,Koppal,STL GANGAVATI,,DEPARTMENT_OFFICE,,ADA STL GANGAVATI,AO,,8884007920,8884007920,ADA STL GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,21,3752,AO | 8884007920
KA_KOPPAL_STL_GANGAVATI_3755,Karnataka,Koppal,STL GANGAVATI,,DEPARTMENT_OFFICE,,ADA STL GANGAVATI,AO,,8277932127,8277932127,ADA STL GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,22,3755,AO | 8277932127
KA_KOPPAL_STL_GANGAVATI_3758,Karnataka,Koppal,STL GANGAVATI,,DEPARTMENT_OFFICE,,ADA STL GANGAVATI,AO,,8277932114,8277932114,ADA STL GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,23,3758,AO | 8277932114
KA_KOPPAL_PLB_GANGAVATI_3761,Karnataka,Koppal,PLB GANGAVATI,,DEPARTMENT_OFFICE,,ADA PLB GANGAVATI,ADA,,8884007912,8884007912,ADA PLB GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,24,3761,ADA PLB GANGAVATI | ADA | 8884007912
KA_KOPPAL_PLB_GANGAVATI_3765,Karnataka,Koppal,PLB GANGAVATI,,DEPARTMENT_OFFICE,,ADA PLB GANGAVATI,AO,,8884007913,8884007913,ADA PLB GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,25,3765,AO | 8884007913
KA_KOPPAL_KOPPAL_3768,Karnataka,Koppal,KOPPAL,,DEPARTMENT_OFFICE,,ADA KOPPAL,ADA,,8277932143,8277932143,ADA KOPPAL,,VERIFIED_FROM_OFFICIAL_SOURCE,26,3768,ADA KOPPAL | ADA | 8277932143
KA_KOPPAL_KOPPAL_3772,Karnataka,Koppal,KOPPAL,,DEPARTMENT_OFFICE,,ADA KOPPAL,AO T-1,,8884007768,8884007768,ADA KOPPAL,,VERIFIED_FROM_OFFICIAL_SOURCE,27,3772,AO T-1 | 8884007768
KA_KOPPAL_KOPPAL_3775,Karnataka,Koppal,KOPPAL,,DEPARTMENT_OFFICE,,ADA KOPPAL,AO T-2,,8277932130,8277932130,ADA KOPPAL,,VERIFIED_FROM_OFFICIAL_SOURCE,28,3775,AO T-2 | 8277932130
KA_KOPPAL_KOPPAL_3778,Karnataka,Koppal,KOPPAL,,DEPARTMENT_OFFICE,,ADA KOPPAL,AO,,8277932144,8277932144,ADA KOPPAL,,VERIFIED_FROM_OFFICIAL_SOURCE,29,3778,AO | 8277932144
KA_KOPPAL_KOPPAL_3781,Karnataka,Koppal,KOPPAL,,DEPARTMENT_OFFICE,,ADA KOPPAL,AO,,8277932141,8277932141,ADA KOPPAL,,VERIFIED_FROM_OFFICIAL_SOURCE,30,3781,AO | 8277932141
KA_KOPPAL_KOPPAL_3784,Karnataka,Koppal,KOPPAL,,DEPARTMENT_OFFICE,,ADA KOPPAL,AO,,8277929629,8277929629,ADA KOPPAL,,VERIFIED_FROM_OFFICIAL_SOURCE,31,3784,AO | 8277929629
KA_KOPPAL_KOPPAL_3787,Karnataka,Koppal,KOPPAL,,DEPARTMENT_OFFICE,,ADA KOPPAL,AO,,8884007885,8884007885,ADA KOPPAL,,VERIFIED_FROM_OFFICIAL_SOURCE,32,3787,AO | 8884007885
KA_KOPPAL_KOPPAL_3790,Karnataka,Koppal,KOPPAL,,DEPARTMENT_OFFICE,,ADA KOPPAL,AO,,8884007835,8884007835,ADA KOPPAL,,VERIFIED_FROM_OFFICIAL_SOURCE,33,3790,AO | 8884007835
KA_KOPPAL_KOPPAL_3793,Karnataka,Koppal,KOPPAL,,DEPARTMENT_OFFICE,,ADA KOPPAL,AAO,,8277929634,8277929634,ADA KOPPAL,,VERIFIED_FROM_OFFICIAL_SOURCE,34,3793,AAO | 8277929634
KA_KOPPAL_KOPPAL_3796,Karnataka,Koppal,KOPPAL,,DEPARTMENT_OFFICE,,ADA KOPPAL,AAO,,8279929647,8279929647,ADA KOPPAL,,VERIFIED_FROM_OFFICIAL_SOURCE,35,3796,AAO | 8279929647
KA_KOPPAL_YELBURGA_3799,Karnataka,Koppal,YELBURGA,,DEPARTMENT_OFFICE,,ADA YELBURGA,ADA,,8277932107,8277932107,ADA YELBURGA,,VERIFIED_FROM_OFFICIAL_SOURCE,39,3799,ADA YELBURGA | ADA | 8277932107
KA_KOPPAL_YELBURGA_3803,Karnataka,Koppal,YELBURGA,,DEPARTMENT_OFFICE,,ADA YELBURGA,AO T-1,,8277932125,8277932125,ADA YELBURGA,,VERIFIED_FROM_OFFICIAL_SOURCE,40,3803,AO T-1 | 8277932125
KA_KOPPAL_YELBURGA_3806,Karnataka,Koppal,YELBURGA,,DEPARTMENT_OFFICE,,ADA YELBURGA,AO T-2,,8277932169,8277932169,ADA YELBURGA,,VERIFIED_FROM_OFFICIAL_SOURCE,41,3806,AO T-2 | 8277932169
KA_KOPPAL_YELBURGA_3809,Karnataka,Koppal,YELBURGA,,DEPARTMENT_OFFICE,,ADA YELBURGA,AO,,8277929640,8277929640,ADA YELBURGA,,VERIFIED_FROM_OFFICIAL_SOURCE,42,3809,AO | 8277929640
KA_KOPPAL_YELBURGA_3812,Karnataka,Koppal,YELBURGA,,DEPARTMENT_OFFICE,,ADA YELBURGA,AO,,8277932172,8277932172,ADA YELBURGA,,VERIFIED_FROM_OFFICIAL_SOURCE,43,3812,AO | 8277932172
KA_KOPPAL_YELBURGA_3815,Karnataka,Koppal,YELBURGA,,DEPARTMENT_OFFICE,,ADA YELBURGA,AO,,8277929639,8277929639,ADA YELBURGA,,VERIFIED_FROM_OFFICIAL_SOURCE,44,3815,AO | 8277929639
KA_KOPPAL_YELBURGA_3818,Karnataka,Koppal,YELBURGA,,DEPARTMENT_OFFICE,,ADA YELBURGA,AO,,8277929638,8277929638,ADA YELBURGA,,VERIFIED_FROM_OFFICIAL_SOURCE,45,3818,AO | 8277929638
KA_KOPPAL_YELBURGA_3821,Karnataka,Koppal,YELBURGA,,DEPARTMENT_OFFICE,,ADA YELBURGA,AO,,8277932156,8277932156,ADA YELBURGA,,VERIFIED_FROM_OFFICIAL_SOURCE,46,3821,AO | 8277932156
KA_KOPPAL_YELBURGA_3824,Karnataka,Koppal,YELBURGA,,DEPARTMENT_OFFICE,,ADA YELBURGA,AAO,,8277929636,8277929636,ADA YELBURGA,,VERIFIED_FROM_OFFICIAL_SOURCE,47,3824,AAO | 8277929636
KA_KOPPAL_YELBURGA_3827,Karnataka,Koppal,YELBURGA,,DEPARTMENT_OFFICE,,ADA YELBURGA,AAO,,8277932158,8277932158,ADA YELBURGA,,VERIFIED_FROM_OFFICIAL_SOURCE,48,3827,AAO | 8277932158
KA_KOPPAL_GANGAVATI_3830,Karnataka,Koppal,GANGAVATI,,DEPARTMENT_OFFICE,,ADA GANGAVATI,ADA,,8277932106,8277932106,ADA GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,49,3830,ADA GANGAVATI | ADA | 8277932106
KA_KOPPAL_GANGAVATI_3834,Karnataka,Koppal,GANGAVATI,,DEPARTMENT_OFFICE,,ADA GANGAVATI,AO T-1,,8884007926,8884007926,ADA GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,50,3834,AO T-1 | 8884007926
KA_KOPPAL_GANGAVATI_3837,Karnataka,Koppal,GANGAVATI,,DEPARTMENT_OFFICE,,ADA GANGAVATI,AO,,8277932120,8277932120,ADA GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,51,3837,AO | 8277932120
KA_KOPPAL_GANGAVATI_3840,Karnataka,Koppal,GANGAVATI,,DEPARTMENT_OFFICE,,ADA GANGAVATI,AO,,8277929654,8277929654,ADA GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,52,3840,AO | 8277929654
KA_KOPPAL_GANGAVATI_3843,Karnataka,Koppal,GANGAVATI,,DEPARTMENT_OFFICE,,ADA GANGAVATI,AO,,8277932133,8277932133,ADA GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,53,3843,AO | 8277932133
KA_KOPPAL_GANGAVATI_3846,Karnataka,Koppal,GANGAVATI,,DEPARTMENT_OFFICE,,ADA GANGAVATI,AO,,8884007932,8884007932,ADA GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,54,3846,AO | 8884007932
KA_KOPPAL_GANGAVATI_3849,Karnataka,Koppal,GANGAVATI,,DEPARTMENT_OFFICE,,ADA GANGAVATI,AO,,8277929653,8277929653,ADA GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,55,3849,AO | 8277929653
KA_KOPPAL_KUSHTAGI_3852,Karnataka,Koppal,KUSHTAGI,,DEPARTMENT_OFFICE,,ADA KUSHTAGI,ADA,,8277932109,8277932109,ADA KUSHTAGI,,VERIFIED_FROM_OFFICIAL_SOURCE,56,3852,ADA KUSHTAGI | ADA | 8277932109
KA_KOPPAL_KUSHTAGI_3856,Karnataka,Koppal,KUSHTAGI,,DEPARTMENT_OFFICE,,ADA KUSHTAGI,AO,,8277929644,8277929644,ADA KUSHTAGI,,VERIFIED_FROM_OFFICIAL_SOURCE,57,3856,AO | 8277929644
KA_KOPPAL_KUSHTAGI_3859,Karnataka,Koppal,KUSHTAGI,,DEPARTMENT_OFFICE,,ADA KUSHTAGI,AO,,8277932147,8277932147,ADA KUSHTAGI,,VERIFIED_FROM_OFFICIAL_SOURCE,58,3859,AO | 8277932147
KA_KOPPAL_KUSHTAGI_3862,Karnataka,Koppal,KUSHTAGI,,DEPARTMENT_OFFICE,,ADA KUSHTAGI,AO,,8277929632,8277929632,ADA KUSHTAGI,,VERIFIED_FROM_OFFICIAL_SOURCE,59,3862,AO | 8277929632
KA_KOPPAL_KUSHTAGI_3865,Karnataka,Koppal,KUSHTAGI,,DEPARTMENT_OFFICE,,ADA KUSHTAGI,AO,,8277932164,8277932164,ADA KUSHTAGI,,VERIFIED_FROM_OFFICIAL_SOURCE,60,3865,AO | 8277932164
KA_KOPPAL_KUSHTAGI_3868,Karnataka,Koppal,KUSHTAGI,,DEPARTMENT_OFFICE,,ADA KUSHTAGI,AO,,8277932154,8277932154,ADA KUSHTAGI,,VERIFIED_FROM_OFFICIAL_SOURCE,61,3868,AO | 8277932154
KA_KOPPAL_KUSHTAGI_3871,Karnataka,Koppal,KUSHTAGI,,DEPARTMENT_OFFICE,,ADA KUSHTAGI,AO,,8884007891,8884007891,ADA KUSHTAGI,,VERIFIED_FROM_OFFICIAL_SOURCE,62,3871,AO | 8884007891
KA_KOPPAL_KUSHTAGI_3874,Karnataka,Koppal,KUSHTAGI,,DEPARTMENT_OFFICE,,ADA KUSHTAGI,AO,,8277932149,8277932149,ADA KUSHTAGI,,VERIFIED_FROM_OFFICIAL_SOURCE,63,3874,AO | 8277932149
KA_KOPPAL_KUSHTAGI_3877,Karnataka,Koppal,KUSHTAGI,,DEPARTMENT_OFFICE,,ADA KUSHTAGI,AAO,,8277932126,8277932126,ADA KUSHTAGI,,VERIFIED_FROM_OFFICIAL_SOURCE,64,3877,AAO | 8277932126
KA_KOPPAL_FCL_GANGAVATI_3881,Karnataka,Koppal,FCL GANGAVATI,,DEPARTMENT_OFFICE,,ADA FCL GANGAVATI,DDA,,8884007680,8884007680,ADA FCL GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,66,3881,ADA FCL GANGAVATI | DDA | 8884007680
KA_KOPPAL_FCL_GANGAVATI_3885,Karnataka,Koppal,FCL GANGAVATI,,DEPARTMENT_OFFICE,,ADA FCL GANGAVATI,AO,,8277929656,8277929656,ADA FCL GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,67,3885,AO | 8277929656
KA_KOPPAL_FCL_GANGAVATI_3888,Karnataka,Koppal,FCL GANGAVATI,,DEPARTMENT_OFFICE,,ADA FCL GANGAVATI,AO,,8884007739,8884007739,ADA FCL GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,68,3888,AO | 8884007739
KA_KOPPAL_FCL_GANGAVATI_3891,Karnataka,Koppal,FCL GANGAVATI,,DEPARTMENT_OFFICE,,ADA FCL GANGAVATI,AO,,8884007749,8884007749,ADA FCL GANGAVATI,,VERIFIED_FROM_OFFICIAL_SOURCE,69,3891,AO | 8884007749
KA_MANDYA_MANDYA_3900,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,JDA,,8277933600,8277933600,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,1,3900,"Joint Director of Agriculture, Mandya | Mandya | JDA | 8277933600"
KA_MANDYA_MANDYA_3905,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,ADA (HQ),,8277933610,8277933610,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,2,3905,Mandya | ADA (HQ) | 8277933610
KA_MANDYA_MANDYA_3909,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,ADA (Vig),,8277933609,8277933609,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,3,3909,Mandya | ADA (Vig) | 8277933609
KA_MANDYA_MANDYA_3913,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,ADA (SMS),,8277933606,8277933606,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,4,3913,Mandya | ADA (SMS) | 8277933606
KA_MANDYA_MANDYA_3917,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,ADA (M&E),,8277933608,8277933608,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,5,3917,Mandya | ADA (M&E) | 8277933608
KA_MANDYA_MANDYA_3921,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,ADA (FW),,8277933632,8277933632,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,6,3921,Mandya | ADA (FW) | 8277933632
KA_MANDYA_MANDYA_3925,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,TO-1,,8277933605,8277933605,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,7,3925,Mandya | TO-1 | 8277933605
KA_MANDYA_MANDYA_3929,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,TO-1,,8277933651,8277933651,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,8,3929,Mandya | TO-1 | 8277933651
KA_MANDYA_MANDYA_3933,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,DDA-1,,8277933601,8277933601,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,9,3933,"Deputy Director of Agriculture-1, Mandya Sub Division, Mandya | Mandya | DDA-1 | 8277933601"
KA_MANDYA_MANDYA_3938,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,TO-2,,8277933607,8277933607,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,10,3938,Mandya | TO-2 | 8277933607
KA_MANDYA_MANDYA_3942,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Pandavapura,DDA-2,,8277933602,8277933602,Pandavapura,,VERIFIED_FROM_OFFICIAL_SOURCE,11,3942,"Deputy Director of Agriculture-2, Pandavapura Sub Division | Pandavapura | DDA-2 | 8277933602"
KA_MANDYA_MANDYA_3947,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Pandavapura,TO-1,,8277933672,8277933672,Pandavapura,,VERIFIED_FROM_OFFICIAL_SOURCE,12,3947,Pandavapura | TO-1 | 8277933672
KA_MANDYA_MANDYA_3951,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Pandavapura,TO-2,,8277933642,8277933642,Pandavapura,,VERIFIED_FROM_OFFICIAL_SOURCE,13,3951,Pandavapura | TO-2 | 8277933642
KA_MANDYA_MANDYA_3955,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,DDA FCL,DDA,,8277933603,8277933603,DDA FCL,,VERIFIED_FROM_OFFICIAL_SOURCE,14,3955,"Deputy Director of Agriculture, Fertilizer Control Laboratory, Mandya | DDA FCL | DDA | 8277933603"
KA_MANDYA_MANDYA_3960,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,DDA FCL,AO,,8277933647,8277933647,DDA FCL,,VERIFIED_FROM_OFFICIAL_SOURCE,15,3960,DDA FCL | AO | 8277933647
KA_MANDYA_MANDYA_3964,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,DDA FCL,AO,,8277933631,8277933631,DDA FCL,,VERIFIED_FROM_OFFICIAL_SOURCE,16,3964,DDA FCL | AO | 8277933631
KA_MANDYA_MANDYA_3968,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,DDA FCL,AO,,8277933634,8277933634,DDA FCL,,VERIFIED_FROM_OFFICIAL_SOURCE,17,3968,DDA FCL | AO | 8277933634
KA_MANDYA_MANDYA_3972,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,DDA FCL,AO,,8277933640,8277933640,DDA FCL,,VERIFIED_FROM_OFFICIAL_SOURCE,18,3972,DDA FCL | AO | 8277933640
KA_MANDYA_MANDYA_3976,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,DDA FCL,AO,,8277933654,8277933654,DDA FCL,,VERIFIED_FROM_OFFICIAL_SOURCE,19,3976,DDA FCL | AO | 8277933654
KA_MANDYA_MANDYA_3980,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,"DDA, SPTL",,8277933604,8277933604,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,20,3980,"Deputy Director of Agriculture, State Pesticide Testing Laboratory, Mandya | Mandya | DDA, SPTL | 8277933604"
KA_MANDYA_MANDYA_3985,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,AO,,8277933618,8277933618,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,21,3985,Mandya | AO | 8277933618
KA_MANDYA_MANDYA_3989,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,AO,,8277933665,8277933665,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,22,3989,Mandya | AO | 8277933665
KA_MANDYA_MANDYA_3993,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,AO,,8277933681,8277933681,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,23,3993,Mandya | AO | 8277933681
KA_MANDYA_MANDYA_3997,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,AO,,8277933658,8277933658,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,24,3997,Mandya | AO | 8277933658
KA_MANDYA_MANDYA_4001,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,ADA,,8277933611,8277933611,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,25,4001,"Assitant Director of Agriculture, Parasite Lab, Mandya | Mandya | ADA | 8277933611"
KA_MANDYA_MANDYA_4006,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,AO,,8277929696,8277929696,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,26,4006,Mandya | AO | 8277929696
KA_MANDYA_MANDYA_4010,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,AO,,8277929697,8277929697,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,27,4010,Mandya | AO | 8277929697
KA_MANDYA_MANDYA_4014,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,ADA,,8277933612,8277933612,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,28,4014,"Assiatant Director Of Agriculture, Mandya Taluk | Mandya | ADA | 8277933612"
KA_MANDYA_MANDYA_4019,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,AO,,8277933613,8277933613,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,29,4019,Mandya | AO | 8277933613
KA_MANDYA_MANDYA_4023,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,AO,,8277933614,8277933614,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,30,4023,Mandya | AO | 8277933614
KA_MANDYA_MANDYA_4027,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,AO,,8277933615,8277933615,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,31,4027,Mandya | AO | 8277933615
KA_MANDYA_MANDYA_4031,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,AO,,8277933616,8277933616,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,32,4031,Mandya | AO | 8277933616
KA_MANDYA_MANDYA_4035,Karnataka,Mandya,Mandya,,DEPARTMENT_OFFICE,,Mandya,AO,,8277933617,8277933617,Mandya,,VERIFIED_FROM_OFFICIAL_SOURCE,33,4035,Mandya | AO | 8277933617
