original_path,processed_path,action,reason,dataset,crop,class
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-61-_JPG.rf.1e3e0fcebabe749f6e0fbe9f2d66bb99.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-61-_JPG.rf.1e3e0fcebabe749f6e0fbe9f2d66bb99.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-64-_JPG.rf.582f5412f41bfca250956d8e89b556cb.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-64-_JPG.rf.582f5412f41bfca250956d8e89b556cb.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-65-_JPG.rf.b5a1db3854a4dbed6e8a9b8ae1a8f66e.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-65-_JPG.rf.b5a1db3854a4dbed6e8a9b8ae1a8f66e.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-66-_JPG.rf.4c8d647772255570073bacc586f98531.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-66-_JPG.rf.4c8d647772255570073bacc586f98531.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-67-_JPG.rf.d582a5ee9b384f0a4917519490e57796.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-67-_JPG.rf.d582a5ee9b384f0a4917519490e57796.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-68-_JPG.rf.1b131cb780127f720be97325a2f51e55.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-68-_JPG.rf.1b131cb780127f720be97325a2f51e55.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-69-_JPG.rf.fa6f24bfe0d9f55dc43a244cdae5195b.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-69-_JPG.rf.fa6f24bfe0d9f55dc43a244cdae5195b.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-7-_jpg.rf.239a1d9e75723360d7a4294ef21e3c5c.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-7-_jpg.rf.239a1d9e75723360d7a4294ef21e3c5c.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-75-_JPG.rf.2d286fe1d7519304d1c9bfa726fff025.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-75-_JPG.rf.2d286fe1d7519304d1c9bfa726fff025.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-78-_JPG.rf.7807ba73b1d51b13b0173470f59619fc.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-78-_JPG.rf.7807ba73b1d51b13b0173470f59619fc.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-79-_JPG.rf.652c248ecfdf8cd3df72fd12078dd647.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-79-_JPG.rf.652c248ecfdf8cd3df72fd12078dd647.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-8-_jpg.rf.ae2db3c8403731306a2251686696d437.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-8-_jpg.rf.ae2db3c8403731306a2251686696d437.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-81-_JPG.rf.3a195a1d9a3f43886183c7ddd0cd8ee1.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-81-_JPG.rf.3a195a1d9a3f43886183c7ddd0cd8ee1.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-84-_JPG.rf.ef30151cb6ae900cdc9cef9a5d036955.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-84-_JPG.rf.ef30151cb6ae900cdc9cef9a5d036955.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-85-_JPG.rf.1362d5c5020f2d8554a280c23f912a1b.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-85-_JPG.rf.1362d5c5020f2d8554a280c23f912a1b.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-86-_JPG.rf.66d14b519ada9c03d8050537c90abe15.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-86-_JPG.rf.66d14b519ada9c03d8050537c90abe15.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-87-_JPG.rf.69599d53015c02978e2af5179d4458c2.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-87-_JPG.rf.69599d53015c02978e2af5179d4458c2.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-88-_JPG.rf.7759c9dd3aaff2a8a21d02259bc8a8e4.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-88-_JPG.rf.7759c9dd3aaff2a8a21d02259bc8a8e4.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-89-_JPG.rf.9ab257b151d884301eea7ed92d90bdd4.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-89-_JPG.rf.9ab257b151d884301eea7ed92d90bdd4.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-9-_jpg.rf.74251232e5f37228b5f55f5afc605185.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-9-_jpg.rf.74251232e5f37228b5f55f5afc605185.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-90-_JPG.rf.76a015d40d854e0535d2a4c30123deb8.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-90-_JPG.rf.76a015d40d854e0535d2a4c30123deb8.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-92-_JPG.rf.ae988c84f83f94ce2b7b328f8d88fdae.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-92-_JPG.rf.ae988c84f83f94ce2b7b328f8d88fdae.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-93-_JPG.rf.19c2978b2cdfc940d610d14e1350bd6e.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-93-_JPG.rf.19c2978b2cdfc940d610d14e1350bd6e.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-94-_JPG.rf.02b3ecc5b60701c2d4d3d6e1017f7a29.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-94-_JPG.rf.02b3ecc5b60701c2d4d3d6e1017f7a29.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-95-_JPG.rf.aab31364ad77856836645503767493d3.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-95-_JPG.rf.aab31364ad77856836645503767493d3.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-97-_JPG.rf.192454f892ff24972cd4855a82c0cfb2.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-97-_JPG.rf.192454f892ff24972cd4855a82c0cfb2.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-98-_JPG.rf.272bd173bd0223af6dc347dbdc7ec733.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-98-_JPG.rf.272bd173bd0223af6dc347dbdc7ec733.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_H-99-_JPG.rf.f4c4ed00696283d3302a1b1e39aaad86.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Healthy\DS_SUGAR_02_Healthy_S_H-99-_JPG.rf.f4c4ed00696283d3302a1b1e39aaad86.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Healthy
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_RR-10-_JPG.rf.525fc02ce4642fd46f8f2b7401e1b60f.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Red_Rot\DS_SUGAR_02_Red_Rot_S_RR-10-_JPG.rf.525fc02ce4642fd46f8f2b7401e1b60f.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Red Rot
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_RR-100-_JPG.rf.07cb88b144d1b5fc8a1b55f4ce219717.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Red_Rot\DS_SUGAR_02_Red_Rot_S_RR-100-_JPG.rf.07cb88b144d1b5fc8a1b55f4ce219717.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Red Rot
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_RR-11-_JPG.rf.d6955c2afd09c6881e56343f909fc027.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Red_Rot\DS_SUGAR_02_Red_Rot_S_RR-11-_JPG.rf.d6955c2afd09c6881e56343f909fc027.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Red Rot
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_RR-12-_JPG.rf.fd289c20fc52c352fa80db81f851db37.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Red_Rot\DS_SUGAR_02_Red_Rot_S_RR-12-_JPG.rf.fd289c20fc52c352fa80db81f851db37.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Red Rot
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_RR-13-_JPG.rf.9478c87509c8f3576318c9817ed28b70.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Red_Rot\DS_SUGAR_02_Red_Rot_S_RR-13-_JPG.rf.9478c87509c8f3576318c9817ed28b70.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Red Rot
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_RR-14-_JPG.rf.7a26af305509c89007d339c3477d2f29.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Red_Rot\DS_SUGAR_02_Red_Rot_S_RR-14-_JPG.rf.7a26af305509c89007d339c3477d2f29.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Red Rot
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_RR-15-_JPG.rf.d2a95b88121eb3d1b70c430e87085703.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Red_Rot\DS_SUGAR_02_Red_Rot_S_RR-15-_JPG.rf.d2a95b88121eb3d1b70c430e87085703.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Red Rot
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_RR-16-_JPG.rf.2b3ff555a1ec4d565c56df4b05c604ef.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Red_Rot\DS_SUGAR_02_Red_Rot_S_RR-16-_JPG.rf.2b3ff555a1ec4d565c56df4b05c604ef.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Red Rot
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_RR-17-_JPG.rf.c6dab6adea7e101b3ecf71a954cb8d8d.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Red_Rot\DS_SUGAR_02_Red_Rot_S_RR-17-_JPG.rf.c6dab6adea7e101b3ecf71a954cb8d8d.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Red Rot
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_RR-18-_JPG.rf.020b3e3a6110a08ee61fb8b393c4f5b3.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Red_Rot\DS_SUGAR_02_Red_Rot_S_RR-18-_JPG.rf.020b3e3a6110a08ee61fb8b393c4f5b3.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Red Rot
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_RR-19-_JPG.rf.e938a8eb91c9e9ec0c03355733a1981d.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Red_Rot\DS_SUGAR_02_Red_Rot_S_RR-19-_JPG.rf.e938a8eb91c9e9ec0c03355733a1981d.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Red Rot
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_RR-2-_jpg.rf.648ec1465cdcbd1fa23209a00aa8dadf.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Red_Rot\DS_SUGAR_02_Red_Rot_S_RR-2-_jpg.rf.648ec1465cdcbd1fa23209a00aa8dadf.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Red Rot
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_RR-20-_JPG.rf.1a3ca5a8ddba519472f77d6415134507.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Red_Rot\DS_SUGAR_02_Red_Rot_S_RR-20-_JPG.rf.1a3ca5a8ddba519472f77d6415134507.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Red Rot
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_RR-21-_JPG.rf.5912ea7c2f04ed3da6775fbaa89c8925.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Red_Rot\DS_SUGAR_02_Red_Rot_S_RR-21-_JPG.rf.5912ea7c2f04ed3da6775fbaa89c8925.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Red Rot
C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\raw\DS_SUGAR_02\train\images\S_RR-23-_JPG.rf.83d930a1018ad600336edae274142f91.jpg,C:\Users\Prathach Raj P\.gemini\antigravity\scratch\krishi-marga\dataset_research\KRISHI_MARGA_DATASETS\02_Cash_Industrial\Sugarcane\processed\images\Red_Rot\DS_SUGAR_02_Red_Rot_S_RR-23-_JPG.rf.83d930a1018ad600336edae274142f91.jpg,KEPT,Valid image passing all automated filters,DS_SUGAR_02,Sugarcane,Red Rot
