dataset_id,crop,class,file_path,width,height,format,file_size,readable,blur_score_if_available,brightness_score_if_available,quality_flag,reason
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-97-_JPG.rf.495d8729cb57ca6f9a111dc11b05110c.jpg,640,640,JPEG,33557,True,549.85,88.48,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Bacterial Blight,train\images\S_BLB-98-_JPG.rf.69900593ab85680af15d047dabdebd23.jpg,640,640,JPEG,41966,True,1260.53,95.85,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-10-_jpg.rf.583b357e5c549d8e84bdcac1c2265cdf.jpg,640,640,JPEG,55080,True,1185.88,129.07,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-100-_JPG.rf.ab751018766e3850f8d2fd7936ba0b9e.jpg,640,640,JPEG,63956,True,2326.43,158.83,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-11-_jpg.rf.103c8abb61f8b9e86ea5cd7d8f043dc6.jpg,640,640,JPEG,82041,True,1426.83,129.35,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-12-_jpg.rf.eabfe8173147dbb650d295d8ffba63c7.jpg,640,640,JPEG,61963,True,1367.52,139.84,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-13-_jpg.rf.38f7407b5fa8e40cb42f5722d3117bfb.jpg,640,640,JPEG,82888,True,1970.28,138.36,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-14-_jpg.rf.9847d4032fdf94c1276c814855b90e65.jpg,640,640,JPEG,90165,True,2102.27,133.87,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-16-_jpg.rf.a6af6cf1d670922d4020c639752975d5.jpg,640,640,JPEG,83324,True,1282.11,137.49,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-17-_jpg.rf.d3a70165a9d39902bca279ad59684c70.jpg,640,640,JPEG,59667,True,1733.62,135.34,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-18-_jpg.rf.5955649066c543a52384d569b6cf1049.jpg,640,640,JPEG,82277,True,1658.14,130.2,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-19-_jpg.rf.ce136e0cd7d8c23e08104b77d4bc055e.jpg,640,640,JPEG,47998,True,1192.05,116.81,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-2-_jpg.rf.913b2abac0de444c1029740fd9131d9b.jpg,640,640,JPEG,34879,True,418.15,126.43,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-22-_jpg.rf.0998049aa0cc6560b4ab8f9255d04392.jpg,640,640,JPEG,44215,True,955.99,129.76,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-23-_jpg.rf.311363678a70c337de5505c25e4900c7.jpg,640,640,JPEG,31626,True,474.77,131.73,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-24-_jpg.rf.6357fb2888cd2efd7804a4fce3d7a742.jpg,640,640,JPEG,50034,True,1319.17,131.01,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-25-_jpg.rf.a5784baaaa1f61b8c364c79afdc0b9e3.jpg,640,640,JPEG,90124,True,1410.83,140.09,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-26-_jpg.rf.e4a140ed8c79336012f9fd8305d22fb9.jpg,640,640,JPEG,51535,True,990.62,138.32,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-27-_jpg.rf.b835a785a4ee336b79e8b7ae9a27445f.jpg,640,640,JPEG,54047,True,1075.71,140.93,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-28-_jpg.rf.c75a09eb8309e56f29fbcd72de21b3a4.jpg,640,640,JPEG,57045,True,929.67,121.08,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-29-_jpg.rf.59a48f7060f1369d7cb39a3bf045ecb6.jpg,640,640,JPEG,28093,True,210.29,137.82,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-3-_jpg.rf.e7b97170effc9e607e1dd489cb686ef5.jpg,640,640,JPEG,30730,True,426.7,120.29,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-31-_jpg.rf.20bf4faac53c24b02c53e29be7b8b460.jpg,640,640,JPEG,44079,True,728.33,135.28,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-32-_jpg.rf.ae26a204e4ec6466b8a0e22ae7be8a67.jpg,640,640,JPEG,38389,True,353.95,148.28,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-33-_jpg.rf.d68622bd56566a1b4681d14df266632f.jpg,640,640,JPEG,47747,True,975.14,137.4,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-34-_jpg.rf.aefd3e450b0914dd837ebba39dd2fb37.jpg,640,640,JPEG,85455,True,1535.11,135.26,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-35-_jpg.rf.29b591fe6dc7e9e8e048a0f9aa6f4245.jpg,640,640,JPEG,94246,True,1969.31,132.71,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-36-_jpg.rf.bbf70e7718ae75ec64789f5e41660276.jpg,640,640,JPEG,46285,True,795.46,128.31,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-37-_jpg.rf.f5f0c9853892f84c93ec1269c3449eab.jpg,640,640,JPEG,64247,True,1562.66,124.79,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-38-_jpg.rf.2af1084e72911ff3b0b8d131f16b6a53.jpg,640,640,JPEG,40304,True,567.2,138.75,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-39-_jpg.rf.7841053fd044207aa00da57b4ed07f27.jpg,640,640,JPEG,46038,True,716.52,133.54,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-40-_jpg.rf.f0706f786c98825a0afef651a00c81ad.jpg,640,640,JPEG,85289,True,1884.49,131.74,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-42-_jpg.rf.e9d5e7b001631c7af5f133fb291b20d3.jpg,640,640,JPEG,51792,True,988.94,130.06,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-43-_jpg.rf.7b4e83b9d34fad493807b025e2e2533e.jpg,640,640,JPEG,51128,True,640.85,140.85,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-45-_jpg.rf.fad584122872ae61c5391b904e29e39c.jpg,640,640,JPEG,109211,True,2098.83,138.91,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-48-_jpg.rf.bacae9bb297817222b63188d5cb4aca8.jpg,640,640,JPEG,66425,True,1293.77,137.0,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-49-_jpg.rf.02325bc23aff4c35ae1d3860b2807a7b.jpg,640,640,JPEG,54521,True,1059.93,136.93,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-5-_jpg.rf.c384d880502b4ccbfb434c6961978d4e.jpg,640,640,JPEG,51978,True,1304.79,130.07,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-50-_jpg.rf.5e5153785447766efdc6494e3971dcc9.jpg,640,640,JPEG,97875,True,1741.27,136.76,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-52-_JPG.rf.43fbaf35d1b3295a8621121cd7ea4d4d.jpg,640,640,JPEG,45661,True,915.05,148.99,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-54-_JPG.rf.eba966c6ad5600c06442e837dfc92fde.jpg,640,640,JPEG,37819,True,442.15,129.3,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-55-_JPG.rf.9b63a00eb37f40d22c0b16b9a43541a5.jpg,640,640,JPEG,35033,True,328.04,117.25,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-6-_jpg.rf.4ffc21af5d1ec6f5722aee0106469d62.jpg,640,640,JPEG,33140,True,336.82,133.37,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-60-_JPG.rf.535e734e8d513daa4bcc1bbd552c7cfe.jpg,640,640,JPEG,45866,True,1000.58,122.12,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-61-_JPG.rf.1e3e0fcebabe749f6e0fbe9f2d66bb99.jpg,640,640,JPEG,36496,True,391.83,137.18,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-64-_JPG.rf.582f5412f41bfca250956d8e89b556cb.jpg,640,640,JPEG,29836,True,334.49,101.69,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-65-_JPG.rf.b5a1db3854a4dbed6e8a9b8ae1a8f66e.jpg,640,640,JPEG,37409,True,814.31,149.29,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-66-_JPG.rf.4c8d647772255570073bacc586f98531.jpg,640,640,JPEG,38656,True,833.42,144.04,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-67-_JPG.rf.d582a5ee9b384f0a4917519490e57796.jpg,640,640,JPEG,43050,True,930.21,147.91,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-68-_JPG.rf.1b131cb780127f720be97325a2f51e55.jpg,640,640,JPEG,34216,True,569.8,151.09,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-69-_JPG.rf.fa6f24bfe0d9f55dc43a244cdae5195b.jpg,640,640,JPEG,32064,True,383.55,132.1,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-7-_jpg.rf.239a1d9e75723360d7a4294ef21e3c5c.jpg,640,640,JPEG,81459,True,1433.25,141.07,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-75-_JPG.rf.2d286fe1d7519304d1c9bfa726fff025.jpg,640,640,JPEG,47147,True,1421.17,153.3,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-78-_JPG.rf.7807ba73b1d51b13b0173470f59619fc.jpg,640,640,JPEG,42531,True,980.04,177.14,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-79-_JPG.rf.652c248ecfdf8cd3df72fd12078dd647.jpg,640,640,JPEG,52653,True,1364.14,191.85,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-8-_jpg.rf.ae2db3c8403731306a2251686696d437.jpg,640,640,JPEG,67388,True,1003.32,134.56,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-81-_JPG.rf.3a195a1d9a3f43886183c7ddd0cd8ee1.jpg,640,640,JPEG,44223,True,1260.42,155.17,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-84-_JPG.rf.ef30151cb6ae900cdc9cef9a5d036955.jpg,640,640,JPEG,46355,True,1120.5,181.83,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-85-_JPG.rf.1362d5c5020f2d8554a280c23f912a1b.jpg,640,640,JPEG,97519,True,2905.56,166.67,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-86-_JPG.rf.66d14b519ada9c03d8050537c90abe15.jpg,640,640,JPEG,41413,True,979.69,178.09,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-87-_JPG.rf.69599d53015c02978e2af5179d4458c2.jpg,640,640,JPEG,56792,True,2278.59,190.88,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-88-_JPG.rf.7759c9dd3aaff2a8a21d02259bc8a8e4.jpg,640,640,JPEG,43719,True,1237.91,140.06,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-89-_JPG.rf.9ab257b151d884301eea7ed92d90bdd4.jpg,640,640,JPEG,88954,True,2833.96,127.14,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-9-_jpg.rf.74251232e5f37228b5f55f5afc605185.jpg,640,640,JPEG,81463,True,1253.28,122.42,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-90-_JPG.rf.76a015d40d854e0535d2a4c30123deb8.jpg,640,640,JPEG,48122,True,1581.08,179.16,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-92-_JPG.rf.ae988c84f83f94ce2b7b328f8d88fdae.jpg,640,640,JPEG,30131,True,249.09,205.1,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-93-_JPG.rf.19c2978b2cdfc940d610d14e1350bd6e.jpg,640,640,JPEG,45344,True,1867.21,151.73,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-94-_JPG.rf.02b3ecc5b60701c2d4d3d6e1017f7a29.jpg,640,640,JPEG,36342,True,475.6,157.62,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-95-_JPG.rf.aab31364ad77856836645503767493d3.jpg,640,640,JPEG,33106,True,267.44,147.06,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-97-_JPG.rf.192454f892ff24972cd4855a82c0cfb2.jpg,640,640,JPEG,35069,True,576.61,171.41,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-98-_JPG.rf.272bd173bd0223af6dc347dbdc7ec733.jpg,640,640,JPEG,46628,True,1283.56,140.12,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Healthy,train\images\S_H-99-_JPG.rf.f4c4ed00696283d3302a1b1e39aaad86.jpg,640,640,JPEG,34417,True,328.69,162.28,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-10-_JPG.rf.525fc02ce4642fd46f8f2b7401e1b60f.jpg,640,640,JPEG,48478,True,1201.86,59.97,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-100-_JPG.rf.07cb88b144d1b5fc8a1b55f4ce219717.jpg,640,640,JPEG,60983,True,3128.3,94.14,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-11-_JPG.rf.d6955c2afd09c6881e56343f909fc027.jpg,640,640,JPEG,60275,True,1017.61,43.02,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-12-_JPG.rf.fd289c20fc52c352fa80db81f851db37.jpg,640,640,JPEG,54528,True,1253.93,46.9,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-13-_JPG.rf.9478c87509c8f3576318c9817ed28b70.jpg,640,640,JPEG,46309,True,1017.76,56.78,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-14-_JPG.rf.7a26af305509c89007d339c3477d2f29.jpg,640,640,JPEG,45113,True,1163.1,83.64,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-15-_JPG.rf.d2a95b88121eb3d1b70c430e87085703.jpg,640,640,JPEG,64155,True,2069.24,81.33,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-16-_JPG.rf.2b3ff555a1ec4d565c56df4b05c604ef.jpg,640,640,JPEG,72806,True,3025.35,87.11,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-17-_JPG.rf.c6dab6adea7e101b3ecf71a954cb8d8d.jpg,640,640,JPEG,90589,True,2802.2,86.22,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-18-_JPG.rf.020b3e3a6110a08ee61fb8b393c4f5b3.jpg,640,640,JPEG,77564,True,3110.87,116.45,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-19-_JPG.rf.e938a8eb91c9e9ec0c03355733a1981d.jpg,640,640,JPEG,75159,True,3357.19,123.87,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-2-_jpg.rf.648ec1465cdcbd1fa23209a00aa8dadf.jpg,640,640,JPEG,47760,True,364.03,132.97,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-20-_JPG.rf.1a3ca5a8ddba519472f77d6415134507.jpg,640,640,JPEG,35998,True,549.51,115.91,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-21-_JPG.rf.5912ea7c2f04ed3da6775fbaa89c8925.jpg,640,640,JPEG,37486,True,282.96,113.32,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-23-_JPG.rf.83d930a1018ad600336edae274142f91.jpg,640,640,JPEG,55244,True,2559.67,117.44,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-25-_JPG.rf.ff3c77e1661e0db9271eaf6b49c9eab1.jpg,640,640,JPEG,63587,True,2138.15,134.46,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-26-_JPG.rf.95179375be6727f1482f0e92080f2947.jpg,640,640,JPEG,53608,True,1534.72,94.9,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-27-_JPG.rf.d888f54217cf29c0954c48ed436f41b2.jpg,640,640,JPEG,38732,True,2259.99,181.78,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-28-_JPG.rf.632323ef19d90c0ce4cafce4fc4ab9f6.jpg,640,640,JPEG,47201,True,1649.74,157.0,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-29-_JPG.rf.70d79c3359fb11252d9036dbaf1f5763.jpg,640,640,JPEG,55533,True,2636.77,121.55,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-3-_jpg.rf.47fc17505b42693d63a3be9dc2fae376.jpg,640,640,JPEG,49410,True,1360.84,132.01,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-30-_JPG.rf.98e74d42b3081f18ac2ebb86f99e6896.jpg,640,640,JPEG,44853,True,1253.79,150.3,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-31-_JPG.rf.5cf04f2c845f967cbdc23ed573cc6684.jpg,640,640,JPEG,31771,True,301.0,178.28,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-32-_JPG.rf.5dc9bb476216e6ded70d410f852170fb.jpg,640,640,JPEG,36539,True,618.45,158.25,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-34-_JPG.rf.3aaf5fdbeff2daee217d8670ac90996c.jpg,640,640,JPEG,49480,True,2097.2,157.85,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-36-_JPG.rf.3d50019696530a319ebe7602bbed044a.jpg,640,640,JPEG,55065,True,2823.19,160.44,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-37-_JPG.rf.13faf467ee4290c17064c4edd57f381b.jpg,640,640,JPEG,53076,True,2162.02,117.89,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-38-_JPG.rf.985484a69a404d8db669a0ff55773779.jpg,640,640,JPEG,46711,True,586.68,114.48,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-39-_JPG.rf.0ea06163a455c12a4c0263c3f89684bb.jpg,640,640,JPEG,35744,True,634.76,143.78,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-4-_JPG.rf.1e0ed1944525a2640d3bf95143991216.jpg,640,640,JPEG,46646,True,2004.6,82.77,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-40-_JPG.rf.43cb5e65a715ed7f70ea45f9eee6b87a.jpg,640,640,JPEG,49945,True,1227.04,114.11,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-43-_JPG.rf.088780f315b8ad51f74491574bf5226f.jpg,640,640,JPEG,24355,True,399.85,126.53,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-44-_JPG.rf.44fd9e8897318b19d74af12b27c6f8c3.jpg,640,640,JPEG,61310,True,2223.9,95.31,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-45-_JPG.rf.a81b18e94300acad0f9f923dde7c3a4b.jpg,640,640,JPEG,38353,True,872.29,101.14,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-46-_JPG.rf.391d5d9f60edc995515174f44bec8186.jpg,640,640,JPEG,30960,True,192.41,86.61,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-47-_JPG.rf.a330b56fe63c69a9997146b16595828c.jpg,640,640,JPEG,34755,True,410.82,77.96,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-50-_JPG.rf.5ab84f81cb5c8752a945b49f8c8b0348.jpg,640,640,JPEG,44013,True,1019.12,85.42,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-51-_JPG.rf.7d5c5079d73d4b156527dcf535e9c490.jpg,640,640,JPEG,39474,True,732.07,89.06,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-52-_JPG.rf.1bdcc4a5f7568a6beb1fcedfcad426c6.jpg,640,640,JPEG,42652,True,915.69,89.38,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-53-_JPG.rf.aef8c851a5831c79d48e76ceb4826087.jpg,640,640,JPEG,40150,True,1220.58,83.73,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-54-_JPG.rf.d423a519945a2daf2c7f4356dfdcc6c8.jpg,640,640,JPEG,54771,True,2035.6,75.19,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-56-_JPG.rf.e75780bdba7342dacb517f87d4bad2f5.jpg,640,640,JPEG,38915,True,846.24,105.1,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-57-_JPG.rf.e8599cf4ef71d58fe2aa9bd5c93ae5c1.jpg,640,640,JPEG,40154,True,874.84,106.52,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-59-_JPG.rf.6e83e6b9692e256992b9b75c3816cb95.jpg,640,640,JPEG,35655,True,472.73,102.31,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-60-_JPG.rf.41c6753c93bfa0295d5e0082dd8c7d1a.jpg,640,640,JPEG,71190,True,2997.11,107.53,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-61-_JPG.rf.6eac176b80a01a5394e1d26d7fdf7af9.jpg,640,640,JPEG,68262,True,2526.71,108.11,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-63-_JPG.rf.4694526a57494d7f5bf1bd5af4f2dcfb.jpg,640,640,JPEG,46587,True,1262.47,104.43,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-64-_JPG.rf.90999dfbcd5b3835a99f6dac3fa3dfb0.jpg,640,640,JPEG,58743,True,2349.05,113.04,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-65-_JPG.rf.90243be61799c79bf65c8ab7a14da530.jpg,640,640,JPEG,48501,True,1335.36,100.73,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-66-_JPG.rf.e0ae6cd68233d875f134119bfd42f265.jpg,640,640,JPEG,56856,True,2589.64,84.44,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-67-_JPG.rf.3b468352bea5c66e72ef3581de2818d0.jpg,640,640,JPEG,51976,True,2228.95,86.51,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-7-_JPG.rf.629850dc2b9716683c57d59c2da96b53.jpg,640,640,JPEG,49588,True,1930.06,158.74,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-70-_JPG.rf.4c34d485de9414f27fad38469a8deecc.jpg,640,640,JPEG,55300,True,1998.92,97.51,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-71-_JPG.rf.2fbfe6fd60b0427ffec4977708bfce9e.jpg,640,640,JPEG,54751,True,333.35,154.89,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-73-_JPG.rf.b415b5632e148e7731a1608b650f95f8.jpg,640,640,JPEG,49838,True,296.01,133.32,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-75-_JPG.rf.c8f2a3d85eeb2246b84db3a4fd1dcbc6.jpg,640,640,JPEG,35975,True,683.06,102.83,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-76-_JPG.rf.6e02a10b542ed75dbfa0046f1334140a.jpg,640,640,JPEG,71854,True,3319.15,127.46,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-78-_JPG.rf.a80e2ee13f66d180c390cbfdc38fcf16.jpg,640,640,JPEG,71613,True,3544.99,110.42,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-79-_JPG.rf.57cad455adc5e898c2b853ddf16746f1.jpg,640,640,JPEG,64394,True,3133.28,97.07,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-83-_JPG.rf.296e639204686d755b66a264fb5b6f08.jpg,640,640,JPEG,48545,True,1769.13,102.44,CLEAN,Passes technical checks
DS_SUGAR_02,Sugarcane,Red Rot,train\images\S_RR-85-_JPG.rf.74a04438edcf4ee58ca3af0f7d714433.jpg,640,640,JPEG,51671,True,1964.34,114.55,CLEAN,Passes technical checks
